ID	CC	annotation
PF15696	0.999989361290207	RAD51 interacting motif
PF07992	0.999989361290207	Pyridine nucleotide-disulphide oxidoreductase
PF08074	0.999989361290207	CHDCT2 (NUC038) domain
PF14252	0.999989361290207	Domain of unknown function (DUF4347)
PF03137	0.999989361290207	Organic Anion Transporter Polypeptide (OATP) family
PF00400	0.999989361290207	WD domain, G-beta repeat
PF16551	0.999989361290207	Putative nuclear localisation signal of quaking
PF16025	0.999989361290207	Calcium-dependent calmodulin binding
PF13922	0.999989361290207	PHD domain of transcriptional enhancer, Asx
PF06743	0.999989361290207	FAST kinase-like protein, subdomain 1
PF01909	0.999989361290207	Nucleotidyltransferase domain
PF08913	0.999989361290207	Vinculin Binding Site
PF06959	0.999989361290207	RecQ helicase protein-like 5 (RecQ5)
PF07941	0.999989361290207	Potassium channel Kv1.4 tandem inactivation domain
PF14396	0.999989361290207	Cystic fibrosis TM conductance regulator (CFTR), regulator domain
PF15191	0.999989361290207	Synaptonemal complex central element protein 3
PF15360	0.999989361290207	APJ endogenous ligand
PF16681	0.999989361290207	Ig-like domain on T-cell surface glycoprotein CD3 epsilon chain
PF04030	0.999989361290207	D-arabinono-1,4-lactone oxidase
PF07706	0.999989361290207	Aminotransferase ubiquitination site
PF02014	0.999989361290207	Reeler domain
PF12196	0.999989361290207	FHA Ki67 binding domain of hNIFK
PF15103	0.999989361290207	G0/G1 switch protein 2
PF06401	0.999989361290207	Alpha-2-macroglobulin RAP, C-terminal domain
PF10427	0.999989361290207	Argonaute hook
PF05281	0.999989361290207	Neuroendocrine protein 7B2 precursor (Secretogranin V)
PF11244	0.999989361290207	Mediator complex subunit 25 C-terminal NR box-containing
PF13923	0.999989361290207	Zinc finger, C3HC4 type (RING finger)
PF05859	0.999989361290207	Mis12 protein
PF15347	0.999989361290207	Phosphoprotein associated with glycosphingolipid-enriched
PF15506	0.999989361290207	OCC1 family
PF15512	0.999989361290207	Chromatin assembly factor complex 1 subunit p60, C-terminal
PF15303	0.999989361290207	E3 ubiquitin-protein ligase Arkadia N-terminus
PF05649	0.999989361290207	Peptidase family M13
PF15498	0.999989361290207	Nephrin and CD2AP-binding protein, Dendrin
PF08347	0.999989361290207	N-terminal CTNNB1 binding
PF05205	0.999989361290207	COMPASS (Complex proteins associated with Set1p) component shg1
PF14073	0.999989361290207	Centrosome localisation domain of Cep57
PF15711	0.999989361290207	Interleukin-like EMT inducer
PF10420	0.999989361290207	Cytokine interleukin-12p40 C-terminus
PF01275	0.999989361290207	Myelin proteolipid protein (PLP or lipophilin)
PF07353	0.999989361290207	Uroplakin II
PF01425	0.999989361290207	Amidase
PF11465	0.999989361290207	Natural killer cell receptor 2B4
PF02761	0.999989361290207	CBL proto-oncogene N-terminus, EF hand-like domain
PF05902	0.999989361290207	4.1 protein C-terminal domain (CTD)
PF07650	0.999989361290207	KH domain
PF08666	0.999989361290207	SAF domain
PF16134	0.999989361290207	THO complex subunit 2 N-terminus
PF00569	0.999989361290207	Zinc finger, ZZ type
PF14826	0.999989361290207	FACT complex subunit SPT16 N-terminal lobe domain
PF00078	0.999989361290207	Reverse transcriptase (RNA-dependent DNA polymerase)
PF02205	0.999989361290207	WH2 motif
PF14839	0.999989361290207	DOR family
PF09727	0.999989361290207	Cortactin-binding protein-2
PF17205	0.999989361290207	Integrin plexin domain
PF12360	0.999989361290207	Paired box protein 7
PF09746	0.999989361290207	Tumour-associated protein
PF15183	0.999989361290207	Melanocortin-2 receptor accessory protein family
PF11881	0.999989361290207	C-terminal domain of SPAR protein
PF16590	0.999989361290207	Exocrine gland-secreting peptide
PF15676	0.999989361290207	Six6 opposite strand transcript 1 family
PF08403	0.999989361290207	Amino acid permease N-terminal
PF12924	0.999989361290207	Copper-binding of amyloid precursor, CuBD
PF04970	0.999989361290207	Lecithin retinol acyltransferase
PF15330	0.999989361290207	SHP2-interacting transmembrane adaptor protein, SIT
PF03102	0.999989361290207	NeuB family
PF15171	0.999989361290207	Neuropeptide secretory protein family, NPQ, spexin
PF15289	0.999989361290207	Regulatory factor X-associated C-terminal binding domain
PF00155	0.999989361290207	Aminotransferase class I and II
PF09173	0.999989361290207	Initiation factor eIF2 gamma, C terminal
PF16182	0.999989361290207	Putative adherens-junction anchoring region of AbLIM
PF00090	0.999989361290207	Thrombospondin type 1 domain
PF03281	0.999989361290207	Mab-21 protein
PF00762	0.999989361290207	Ferrochelatase
PF01740	0.999989361290207	STAS domain
PF08059	0.999989361290207	SEP domain
PF00664	0.999989361290207	ABC transporter transmembrane region
PF15773	0.999989361290207	Domain of unknown function (DUF4701)
PF05604	0.999989361290207	Protein of unknown function (DUF776)
PF15741	0.999989361290207	Ligand-dependent nuclear receptor-interacting factor 1
PF05041	0.999989361290207	Pecanex protein (C-terminus)
PF12516	0.999989361290207	Protein of unknown function (DUF3719)
PF03224	0.999989361290207	V-ATPase subunit H
PF01273	0.999989361290207	LBP / BPI / CETP family, N-terminal domain
PF14862	0.999989361290207	Big defensin
PF01110	0.999989361290207	Ciliary neurotrophic factor
PF06540	0.999989361290207	Galanin message associated peptide (GMAP)
PF13837	0.999989361290207	Myb/SANT-like DNA-binding domain
PF12796	0.999989361290207	Ankyrin repeats (3 copies)
PF16179	0.999989361290207	Rel homology dimerisation domain
PF15388	0.999989361290207	Protein Family FAM117
PF03828	0.999989361290207	Cid1 family poly A polymerase
PF03253	0.999989361290207	Urea transporter
PF01279	0.999989361290207	Parathyroid hormone family
PF09307	0.999989361290207	CLIP, MHC2 interacting
PF16610	0.999989361290207	Unstructured region between two PDZ domains on Dlg5
PF16096	0.999989361290207	Fragile X-related 1 protein C-terminal region 2
PF16616	0.999989361290207	Unstructured region on Polyhomeotic-like protein 1 and 2
PF13869	0.999989361290207	Nucleotide hydrolase
PF15913	0.999989361290207	Furin-like repeat, cysteine-rich
PF15058	0.999989361290207	Speriolin N terminus
PF11107	0.999989361290207	Fanconi anemia group F protein (FANCF)
PF14954	0.999989361290207	Limb expression 1
PF01448	0.999989361290207	ELM2 domain
PF00290	0.999989361290207	Tryptophan synthase alpha chain
PF17213	0.999989361290207	Hydin Adenylate kinase-like domain
PF02368	0.999989361290207	Bacterial Ig-like domain (group 2)
PF13088	0.999989361290207	BNR repeat-like domain
PF00634	0.999989361290207	BRCA2 repeat
PF15450	0.999989361290207	Coiled-coil domain-containing protein 154
PF02898	0.999989361290207	Nitric oxide synthase, oxygenase domain
PF00029	0.999989361290207	Connexin
PF07084	0.999989361290207	Thyroid hormone-inducible hepatic protein Spot 14
PF00173	0.999989361290207	Cytochrome b5-like Heme/Steroid binding domain
PF15876	0.999989361290207	Domain of unknown function (DUF4732)
PF01531	0.999989361290207	Glycosyl transferase family 11
PF01048	0.999989361290207	Phosphorylase superfamily
PF09781	0.999989361290207	NADH:ubiquinone oxidoreductase, NDUFB5/SGDH subunit
PF01302	0.999989361290207	CAP-Gly domain
PF00201	0.999989361290207	UDP-glucoronosyl and UDP-glucosyl transferase
PF00270	0.999989361290207	DEAD/DEAH box helicase
PF03261	0.999989361290207	Cyclin-dependent kinase 5 activator protein
PF17517	0.999989361290207	IgGFc binding protein
PF16680	0.999989361290207	T-cell surface glycoprotein CD3 delta chain
PF08080	0.999989361290207	RNPHF zinc finger
PF00625	0.999989361290207	Guanylate kinase
PF03998	0.999989361290207	Utp11 protein
PF16706	0.999989361290207	Izumo-like Immunoglobulin domain
PF00916	0.999989361290207	Sulfate permease family
PF15504	0.999989361290207	Domain of unknown function (DUF4647)
PF01007	0.999989361290207	Inward rectifier potassium channel
PF07541	0.999989361290207	Eukaryotic translation initiation factor 2 alpha subunit
PF14854	0.999989361290207	Leucine rich adaptor protein
PF16057	0.999989361290207	Domain of unknown function (DUF4800)
PF11620	0.999989361290207	GA-binding protein alpha chain
PF04831	0.999989361290207	Popeye protein conserved region
PF16454	0.999989361290207	Phosphatidylinositol 3-kinase regulatory subunit P85 inter-SH2 domain
PF09067	0.999989361290207	Erythropoietin receptor, ligand binding
PF03089	0.999989361290207	Recombination activating protein 2
PF11032	0.999989361290207	ApoM domain
PF14554	0.999989361290207	VEGF heparin-binding domain
PF15690	0.999989361290207	Nuclear receptor-interacting protein 1 repression 4
PF15694	0.999989361290207	Mediator complex subunit 26 middle domain
PF08917	0.999989361290207	Transforming growth factor beta receptor 2 ectodomain
PF04360	0.999989361290207	Serglycin
PF01176	0.999989361290207	Translation initiation factor 1A / IF-1
PF03371	0.999989361290207	PRP38 family
PF15096	0.999989361290207	G6B family
PF00063	0.999989361290207	Myosin head (motor domain)
PF08499	0.999989361290207	3'5'-cyclic nucleotide phosphodiesterase N-terminal
PF12510	0.999989361290207	Smoothelin cytoskeleton protein
PF08264	0.999989361290207	Anticodon-binding domain of tRNA
PF09029	0.999989361290207	5-aminolevulinate synthase presequence
PF15319	0.999989361290207	RAD9, RAD1, HUS1-interacting nuclear orphan protein
PF15674	0.999989361290207	Coiled-coil domain-containing protein 23
PF13233	0.999989361290207	Complex1_LYR-like
PF03781	0.999989361290207	Sulfatase-modifying factor enzyme 1
PF15279	0.999989361290207	Sine oculis-binding protein
PF15022	0.999989361290207	Protein of unknown function (DUF4522)
PF16600	0.999989361290207	Caskin1 CASK-interaction domain
PF08599	0.999989361290207	DNA damage repair protein Nbs1
PF15111	0.999989361290207	TMEM101 protein family
PF15668	0.999989361290207	Domain of unknown function (DUF4663)
PF02492	0.999989361290207	CobW/HypB/UreG, nucleotide-binding domain
PF08941	0.999989361290207	USP8 interacting
PF12177	0.999989361290207	Prohormone convertase enzyme
PF06464	0.999989361290207	DMAP1-binding Domain
PF05192	0.999989361290207	MutS domain III
PF01803	0.999989361290207	LIM-domain binding protein
PF07562	0.999989361290207	Nine Cysteines Domain of family 3 GPCR
PF02376	0.999989361290207	CUT domain
PF09309	0.999989361290207	FCP1, C-terminal
PF15693	0.999989361290207	Mediator complex subunit 26 C-terminal
PF03647	0.999989361290207	Transmembrane proteins 14C
PF02823	0.999989361290207	ATP synthase, Delta/Epsilon chain, beta-sandwich domain
PF15051	0.999989361290207	FAM198 protein
PF13882	0.999989361290207	Bravo-like intracellular region
PF04803	0.999989361290207	Cor1/Xlr/Xmr conserved region
PF15442	0.999989361290207	Domain of unknown function (DUF4629)
PF13919	0.999989361290207	Asx homology domain
PF06984	0.999989361290207	Mitochondrial 39-S ribosomal protein L47 (MRP-L47)
PF05825	0.999989361290207	Beta-microseminoprotein (PSP-94)
PF06211	0.999989361290207	BMP and activin membrane-bound inhibitor (BAMBI) N-terminal domain
PF08644	0.999989361290207	FACT complex subunit (SPT16/CDC68)
PF14983	0.999989361290207	Domain of unknown function (DUF4513)
PF02668	0.999989361290207	Taurine catabolism dioxygenase TauD, TfdA family
PF00011	0.999989361290207	Hsp20/alpha crystallin family
PF06466	0.999989361290207	PCAF (P300/CBP-associated factor) N-terminal domain
PF00169	0.999989361290207	PH domain
PF01984	0.999989361290207	Double-stranded DNA-binding domain
PF00258	0.999989361290207	Flavodoxin
PF08562	0.999989361290207	Crisp
PF03321	0.999989361290207	GH3 auxin-responsive promoter
PF00791	0.999989361290207	ZU5 domain
PF16497	0.999989361290207	MHC-I family domain
PF04265	0.999989361290207	Thiamin pyrophosphokinase, vitamin B1 binding domain
PF00339	0.999989361290207	Arrestin (or S-antigen), N-terminal domain
PF06388	0.999989361290207	Protein of unknown function (DUF1075)
PF12235	0.999989361290207	Fragile X-related 1 protein core C terminal
PF10513	0.999989361290207	Enhancer of polycomb-like
PF10413	0.999989361290207	Amino terminal of the G-protein receptor rhodopsin
PF15307	0.999989361290207	Sperm acrosome-associated protein 7
PF08385	0.999989361290207	Dynein heavy chain, N-terminal region 1
PF15475	0.999989361290207	Transmembrane protein C12orf23, UPF0444
PF03151	0.999989361290207	Triose-phosphate Transporter family
PF04901	0.999989361290207	Receptor activity modifying family
PF15351	0.999989361290207	Junctional protein associated with coronary artery disease
PF15235	0.999989361290207	G protein-regulated inducer of neurite outgrowth C-terminus
PF06292	0.999989361290207	Domain of Unknown Function (DUF1041)
PF08321	0.999989361290207	PPP5 TPR repeat region
PF00378	0.999989361290207	Enoyl-CoA hydratase/isomerase
PF10350	0.999989361290207	Putative death-receptor fusion protein (DUF2428)
PF07830	0.999989361290207	Protein serine/threonine phosphatase 2C, C-terminal domain
PF05826	0.999989361290207	Phospholipase A2
PF03847	0.999989361290207	Transcription initiation factor TFIID subunit A
PF04549	0.999989361290207	CD47 transmembrane region
PF16171	0.999989361290207	Centromere kinetochore component CENP-T N-terminus
PF06817	0.999989361290207	Reverse transcriptase thumb domain
PF09799	0.999989361290207	Predicted membrane protein
PF10483	0.999989361290207	Elongator subunit Iki1
PF14336	0.999989361290207	Domain of unknown function (DUF4392)
PF10461	0.999989361290207	Peptidase S68
PF04961	0.999989361290207	Formiminotransferase-cyclodeaminase
PF14555	0.999989361290207	UBA-like domain
PF14051	0.999989361290207	N-terminal domain of DPF2/REQ.
PF01054	0.999989361290207	Mouse mammary tumour virus superantigen
PF07270	0.999989361290207	Protein of unknown function (DUF1438)
PF15040	0.999989361290207	Humanin family
PF11598	0.999989361290207	Cartilage oligomeric matrix protein
PF15559	0.999989361290207	Domain of unknown function (DUF4660)
PF08238	0.999989361290207	Sel1 repeat
PF12706	0.999989361290207	Beta-lactamase superfamily domain
PF08391	0.999989361290207	Ly49-like protein, N-terminal region
PF00043	0.999989361290207	Glutathione S-transferase, C-terminal domain
PF12736	0.999989361290207	Cell-cycle sustaining, positive selection,
PF16512	0.999989361290207	p190-A and -B Rho GAPs FF domain
PF00777	0.999989361290207	Glycosyltransferase family 29 (sialyltransferase)
PF01196	0.999989361290207	Ribosomal protein L17
PF16018	0.999989361290207	Anillin N-terminus
PF12483	0.999989361290207	E3 Ubiquitin ligase
PF14941	0.999989361290207	Transcriptional regulator, Out at first
PF07260	0.999989361290207	Progressive ankylosis protein (ANKH)
PF00488	0.999989361290207	MutS domain V
PF05308	0.999989361290207	Mitochondrial fission regulator
PF00046	0.999989361290207	Homeobox domain
PF11698	0.999989361290207	V-ATPase subunit H
PF02386	0.999989361290207	Cation transport protein
PF00350	0.999989361290207	Dynamin family
PF13765	0.999989361290207	SPRY-associated domain
PF16214	0.999989361290207	Adenylyl cyclase N-terminal extracellular and transmembrane region
PF00955	0.999989361290207	HCO3- transporter family
PF13507	0.999989361290207	CobB/CobQ-like glutamine amidotransferase domain
PF02171	0.999989361290207	Piwi domain
PF09354	0.999989361290207	HNF3 C-terminal domain
PF17211	0.999989361290207	VHL box domain
PF10481	0.999989361290207	Cenp-F N-terminal domain
PF05586	0.999989361290207	Anthrax receptor C-terminus region
PF02731	0.999989361290207	SKIP/SNW domain
PF05603	0.999989361290207	Protein of unknown function (DUF775)
PF15823	0.999989361290207	UPF0524 of C3orf70
PF09014	0.999989361290207	Beta-2-glycoprotein-1 fifth domain
PF15060	0.999989361290207	Differentiation and proliferation regulator
PF14975	0.999989361290207	Domain of unknown function (DUF4512)
PF04592	0.999989361290207	Selenoprotein P, N terminal region
PF00895	0.999989361290207	ATP synthase protein 8
PF08701	0.999989361290207	GNL3L/Grn1 putative GTPase
PF14559	0.999989361290207	Tetratricopeptide repeat
PF15037	0.999989361290207	Interleukin-17 receptor extracellular region
PF12612	0.999989361290207	Tubulin folding cofactor D C terminal
PF11315	0.999989361290207	Mediator complex subunit 30
PF00188	0.999989361290207	Cysteine-rich secretory protein family
PF09088	0.999989361290207	MIF4G like
PF05349	0.999989361290207	GATA-type transcription activator, N-terminal
PF16557	0.999989361290207	CUT1-like DNA-binding domain of SATB
PF15115	0.999989361290207	Domain of unknown function with conserved HDNR motif
PF08155	0.999989361290207	NOGCT (NUC087) domain
PF08344	0.999989361290207	Transient receptor ion channel II
PF14658	0.999989361290207	EF-hand domain
PF14598	0.999989361290207	PAS domain
PF13865	0.999989361290207	C-terminal duplication domain of Friend of PRMT1
PF00562	0.999989361290207	RNA polymerase Rpb2, domain 6
PF02809	0.999989361290207	Ubiquitin interaction motif
PF00621	0.999989361290207	RhoGEF domain
PF00111	0.999989361290207	2Fe-2S iron-sulfur cluster binding domain
PF10344	0.999989361290207	Mitochondrial protein from FMP27
PF15141	0.999989361290207	Domain of unknown function (DUF4574)
PF06910	0.999989361290207	Male enhanced antigen 1 (MEA1)
PF12240	0.999989361290207	Angiomotin C terminal
PF06121	0.999989361290207	Domain of Unknown Function (DUF959)
PF10179	0.999989361290207	Uncharacterised conserved protein (DUF2369)
PF00579	0.999989361290207	tRNA synthetases class I (W and Y)
PF09469	0.999989361290207	Cordon-bleu ubiquitin-like domain
PF00554	0.999989361290207	Rel homology DNA-binding domain
PF13661	0.999989361290207	2OG-Fe(II) oxygenase superfamily
PF03456	0.999989361290207	uDENN domain
PF09190	0.999989361290207	DALR domain
PF04263	0.999989361290207	Thiamin pyrophosphokinase, catalytic domain
PF15702	0.999989361290207	Hermansky-Pudlak syndrome 6 protein
PF03298	0.999989361290207	Stanniocalcin family
PF00637	0.999989361290207	Region in Clathrin and VPS
PF05832	0.999989361290207	Eukaryotic protein of unknown function (DUF846)
PF04689	0.999989361290207	DNA binding protein S1FA
PF04885	0.999989361290207	Stigma-specific protein, Stig1
PF05904	0.999989361290207	Plant protein of unknown function (DUF863)
PF09328	0.999989361290207	Domain of unknown function (DUF1984)
PF10714	0.999989361290207	Late embryogenesis abundant protein 18
PF10868	0.999989361290207	Cysteine-rich antifungal protein 2, defensin-like
PF07939	0.999989361290207	Protein of unknown function (DUF1685)
PF05498	0.999989361290207	Rapid ALkalinization Factor (RALF)
PF00197	0.999989361290207	Trypsin and protease inhibitor
PF08268	0.999989361290207	F-box associated domain
PF13091	0.999989361290207	PLD-like domain
PF01277	0.999989361290207	Oleosin
PF00407	0.999989361290207	Pathogenesis-related protein Bet v I family
PF06217	0.999989361290207	GAGA binding protein-like family
PF16994	0.999989361290207	Glycosyl-transferase family 4
PF00651	0.999989361290207	BTB/POZ domain
PF05097	0.999989361290207	Protein of unknown function (DUF688)
PF15012	0.999989361290207	Domain of unknown function (DUF4519)
PF14365	0.999989361290207	Neprosin activation peptide
PF12043	0.999989361290207	Domain of unknown function (DUF3527)
PF04618	0.999989361290207	HD-ZIP protein N terminus
PF10536	0.999989361290207	Plant mobile domain
PF12041	0.999989361290207	Transcriptional regulator DELLA protein N terminal
PF05055	0.999989361290207	Protein of unknown function (DUF677)
PF03939	0.999989361290207	Ribosomal protein L23, N-terminal domain
PF15499	0.999989361290207	Ubiquitin-specific peptidase-like, SUMO isopeptidase
PF05510	0.999989361290207	Sarcoglycan alpha/epsilon
PF11883	0.999989361290207	Domain of unknown function (DUF3403)
PF12330	0.999989361290207	Haspin like kinase domain
PF05729	0.999989361290207	NACHT domain
PF15768	0.999989361290207	Coiled-coil domain-containing protein 190
PF06026	0.999989361290207	Ribose 5-phosphate isomerase A (phosphoriboisomerase A)
PF03981	0.999989361290207	Ubiquinol-cytochrome C chaperone
PF12497	0.999989361290207	Estrogen receptor beta
PF00537	0.999989361290207	Scorpion toxin-like domain
PF08488	0.999989361290207	Wall-associated kinase
PF11597	0.999989361290207	Mediator complex subunit 13 N-terminal
PF00134	0.999989361290207	Cyclin, N-terminal domain
PF06880	0.999989361290207	Protein of unknown function (DUF1262)
PF04431	0.999989361290207	Pectate lyase, N terminus
PF04863	0.999989361290207	Alliinase EGF-like domain
PF05562	0.999989361290207	Cold acclimation protein WCOR413
PF06045	0.999989361290207	Rhamnogalacturonate lyase family
PF06232	0.999989361290207	Embryo-specific protein 3, (ATS3)
PF06404	0.999989361290207	Phytosulfokine precursor protein (PSK)
PF06697	0.999989361290207	Protein of unknown function (DUF1191)
PF06764	0.999989361290207	Protein of unknown function (DUF1223)
PF07231	0.999989361290207	Hs1pro-1 N-terminus
PF07795	0.999989361290207	Protein of unknown function (DUF1635)
PF07891	0.999989361290207	Protein of unknown function (DUF1666)
PF08472	0.999989361290207	Sucrose-6-phosphate phosphohydrolase C-terminal
PF15629	0.999989361290207	Permuted single zf-CXXC unit
PF04781	0.999989361290207	Protein of unknown function (DUF627)
PF01066	0.999989361290207	CDP-alcohol phosphatidyltransferase
PF03080	0.999989361290207	Neprosin
PF15459	0.999989361290207	60S ribosome biogenesis protein Rrp14
PF16663	0.999989361290207	Unstructured region on MAGI
PF08294	0.999989361290207	TIM21
PF04043	0.999989361290207	Plant invertase/pectin methylesterase inhibitor
PF12280	0.999989361290207	Brain specific membrane anchored protein
PF11629	0.999989361290207	C terminal SARAH domain of Mst1
PF05617	0.999989361290207	Prolamin-like
PF01406	0.999989361290207	tRNA synthetases class I (C) catalytic domain
PF05483	0.999989361290207	Synaptonemal complex protein 1 (SCP-1)
PF08231	0.999989361290207	SYF2 splicing factor
PF02713	0.999989361290207	Domain of unknown function DUF220
PF01352	0.999989361290207	KRAB box
PF00313	0.999989361290207	'Cold-shock' DNA-binding domain
PF16737	0.999989361290207	PHD finger protein 12 MRG binding domain
PF02106	0.999989361290207	Fanconi anaemia group C protein
PF07333	0.999989361290207	S locus-related glycoprotein 1 binding pollen coat protein (SLR1-BP)
PF07734	0.999989361290207	F-box associated
PF02222	0.999989361290207	ATP-grasp domain
PF16768	0.999989361290207	Nucleoporin homology of Germinal-centre associated nuclear protein
PF00003	0.999989361290207	7 transmembrane sweet-taste receptor of 3 GCPR
PF07723	0.999989361290207	Leucine Rich Repeat
PF01749	0.999989361290207	Importin beta binding domain
PF11721	0.999989361290207	Di-glucose binding within endoplasmic reticulum
PF10572	0.999989361290207	Uncharacterised protein family UPF0556
PF03107	0.999989361290207	C1 domain
PF04776	0.999989361290207	Protein MS5
PF05278	0.999989361290207	Arabidopsis phospholipase-like protein (PEARLI 4)
PF05659	0.999989361290207	Arabidopsis broad-spectrum mildew resistance protein RPW8
PF06683	0.999989361290207	Protein of unknown function (DUF1184)
PF00395	0.999989361290207	S-layer homology domain
PF01010	0.999989361290207	NADH-dehyrogenase subunit F, TMs, (complex I) C-terminus
PF02576	0.999989361290207	RimP N-terminal domain
PF03078	0.999989361290207	ATHILA ORF-1 family
PF03384	0.999989361290207	Drosophila protein of unknown function, DUF287
PF03716	0.999989361290207	WCCH motif
PF03754	0.999989361290207	Domain of unknown function (DUF313)
PF04510	0.999989361290207	Family of unknown function (DUF577)
PF04554	0.999989361290207	Extensin-like region
PF04642	0.999989361290207	Protein of unknown function, DUF601
PF05695	0.999989361290207	Plant protein of unknown function (DUF825)
PF05758	0.999989361290207	Ycf1
PF05919	0.999989361290207	Mitovirus RNA-dependent RNA polymerase
PF06176	0.999989361290207	Lipopolysaccharide core biosynthesis protein (WaaY)
PF06449	0.999989361290207	Mitochondrial domain of unknown function (DUF1082)
PF06521	0.999989361290207	PAR1 protein
PF06651	0.999989361290207	Protein of unknown function (DUF1163)
PF06721	0.999989361290207	Protein of unknown function (DUF1204)
PF06746	0.999989361290207	Protein of unknown function (DUF1216)
PF06876	0.999989361290207	Plant self-incompatibility response (SCRL) protein
PF07127	0.999989361290207	Late nodulin protein
PF07224	0.999989361290207	Chlorophyllase
PF07265	0.999989361290207	Tapetum specific protein TAP35/TAP44
PF07279	0.999989361290207	Protein of unknown function (DUF1442)
PF07725	0.999989361290207	Leucine Rich Repeat
PF07918	0.999989361290207	CAP160 repeat
PF08744	0.999989361290207	Plant transcription factor NOZZLE
PF09331	0.999989361290207	Domain of unknown function (DUF1985)
PF10950	0.999989361290207	Organ specific protein
PF11690	0.999989361290207	Protein of unknown function (DUF3287)
PF12398	0.999989361290207	Receptor serine/threonine kinase
PF13187	0.999989361290207	4Fe-4S dicluster domain
PF13396	0.999989361290207	Phospholipase_D-nuclease N-terminal
PF13441	0.999989361290207	YMGG-like Gly-zipper
PF14576	0.999989361290207	Sieve element occlusion N-terminus
PF14577	0.999989361290207	Sieve element occlusion C-terminus
PF16269	0.999989361290207	Domain of unknown function (DUF4922)
PF16327	0.999989361290207	Cytochrome c-type biogenesis protein CcmF C-terminal
PF17232	0.999989361290207	Family of unknown function (DUF5306)
PF04503	0.999989361290207	Single-stranded DNA binding protein, SSDP
PF04859	0.999989361290207	Plant protein of unknown function (DUF641)
PF15449	0.999989361290207	Retinal protein
PF05466	0.999989361290207	Brain acid soluble protein 1 (BASP1 protein)
PF14637	0.999989361290207	Folliculin-interacting protein middle domain
PF13097	0.999989361290207	CENP-A nucleosome associated complex (NAC) subunit
PF15733	0.999989361290207	Domain of unknown function (DUF4682)
PF04499	0.999989361290207	SIT4 phosphatase-associated protein
PF14215	0.999989361290207	bHLH-MYC and R2R3-MYB transcription factors N-terminal
PF15031	0.999989361290207	Domain of unknown function (DUF4528)
PF04408	0.999989361290207	Helicase associated domain (HA2)
PF05266	0.999989361290207	Protein of unknown function (DUF724)
PF13240	0.999989361290207	zinc-ribbon domain
PF00439	0.999989361290207	Bromodomain
PF00629	0.999989361290207	MAM domain, meprin/A5/mu
PF02434	0.999989361290207	Fringe-like
PF07593	0.999989361290207	ASPIC and UnbV
PF15378	0.999989361290207	Domain of unknown function (DUF4605)
PF16186	0.999989361290207	Atypical Arm repeat
PF06403	0.999989361290207	Lamprin
PF11565	0.999989361290207	Alpha helical Porin B
PF11262	0.999989361290207	Transcription factor/nuclear export subunit protein 2
PF14918	0.999989361290207	MDM2-binding
PF02018	0.999989361290207	Carbohydrate binding domain
PF08566	0.999989361290207	Mitochondrial import protein Pam17
PF04849	0.999989361290207	HAP1 N-terminal conserved region
PF07831	0.999989361290207	Pyrimidine nucleoside phosphorylase C-terminal domain
PF05972	0.999989361290207	APC 15 residue motif
PF16876	0.999989361290207	Lipin/Ned1/Smp2 multi-domain protein middle domain
PF17292	0.999989361290207	POB3-like N-terminal PH domain
PF10204	0.999989361290207	Dual oxidase maturation factor
PF08636	0.999989361290207	ER protein Pkr1
PF07172	0.999989361290207	Glycine rich protein family
PF00312	0.999989361290207	Ribosomal protein S15
PF10578	0.999989361290207	Seminal vesicle protein repeat
PF05938	0.999989361290207	Plant self-incompatibility protein S1
PF02141	0.999989361290207	DENN (AEX-3) domain
PF15346	0.999989361290207	Arginine and glutamate-rich 1
PF12678	0.999989361290207	RING-H2 zinc finger domain
PF03172	0.999989361290207	HSR domain
PF05741	0.999989361290207	Nanos RNA binding domain
PF14299	0.999989361290207	Phloem protein 2
PF12819	0.999989361290207	Carbohydrate-binding protein of the ER
PF15715	0.999989361290207	PCNA-associated factor
PF08239	0.999989361290207	Bacterial SH3 domain
PF06364	0.999989361290207	Protein of unknown function (DUF1068)
PF07839	0.999989361290207	Plant calmodulin-binding domain
PF12313	0.999989361290207	NPR1/NIM1 like defence protein C terminal
PF12498	0.999989361290207	Basic leucine-zipper C terminal
PF06886	0.999989361290207	Targeting protein for Xklp2 (TPX2)
PF16523	0.999989361290207	betaPIX coiled coil
PF08604	0.999989361290207	Nucleoporin Nup153-like
PF17285	0.999989361290207	PRMT5 TIM barrel domain
PF08833	0.999989361290207	Axin beta-catenin binding domain
PF10602	0.999989361290207	26S proteasome subunit RPN7
PF15334	0.999989361290207	Aurora kinase A and ninein interacting protein
PF15427	0.999989361290207	S100P-binding protein
PF15672	0.999989361290207	Cell-membrane associated Mucin15
PF16322	0.999989361290207	Tubby N-terminal
PF09758	0.999989361290207	Uncharacterised conserved protein
PF16646	0.999989361290207	Axin-1 tankyrase binding domain
PF09742	0.999989361290207	Dyggve-Melchior-Clausen syndrome protein
PF01657	0.999989361290207	Salt stress response/antifungal
PF16273	0.999989361290207	Nuclear distribution C domain
PF10226	0.999989361290207	CCDC85 family
PF03029	0.999989361290207	Conserved hypothetical ATP binding protein
PF15384	0.999989361290207	PAXX, PAralog of XRCC4 and XLF, also called C9orf142
PF02347	0.999989361290207	Glycine cleavage system P-protein
PF06729	0.999989361290207	Kinetochore component, CENP-R
PF14077	0.999989361290207	Alternative WD40 repeat motif
